name,whi,bla,his,asi,oth
CAMERON,0.634957233172183,0.3373001115656378,0.011156563778356266,0.0035701004090740052,0.013015991074748977
CAMEROTA,0.9924242424242424,0,0.007575757575757576,0,0
CAMERY,0.9221556886227545,0.03592814371257485,0.041916167664670656,0,0
CAMES,0.8793103448275862,0,0.10344827586206896,0,0.017241379310344827
CAMESA,0,0,0.25925925925925924,0.6666666666666666,0.07407407407407407
CAMESE,0,0.9603960396039604,0,0,0.039603960396039604
CAMESI,1,0,0,0,0
CAMET,0.88,0,0.04,0.07272727272727272,0.007272727272727273
CAMEUS,0,1,0,0,0
CAMEY,0.14414414414414414,0.06306306306306306,0.7297297297297297,0,0.06306306306306306
CAMFERDAM,1,0,0,0,0
CAMFFERMAN,1,0,0,0,0
CAMFIELD,1,0,0,0,0
CAMHI,0.8836104513064132,0,0.1163895486935867,0,0
CAMHOUT,1,0,0,0,0
CAMI,0.20175438596491227,0,0.7280701754385965,0.043859649122807015,0.02631578947368421
CAMIA,1,0,0,0,0
CAMIC,1,0,0,0,0
CAMICIA,1,0,0,0,0
CAMICK,0.5306122448979592,0.14285714285714285,0.32653061224489793,0,0
CAMIDGE,0.9313725490196079,0.06862745098039216,0,0,0
CAMIEL,0.3656716417910448,0.582089552238806,0,0,0.05223880597014925
CAMIENER,1,0,0,0,0
CAMIL,0.2882882882882883,0.7027027027027027,0.009009009009009009,0,0
CAMILI,1,0,0,0,0
CAMILIEN,0,1,0,0,0
CAMILLA,0.6896551724137931,0,0.3103448275862069,0,0
CAMILLE,0.17723669309173273,0.8069082672706682,0.0011325028312570782,5.662514156285391e-4,0.014156285390713477
CAMILLERI,0.9492656875834445,0,0.03471295060080107,0.006675567423230975,0.009345794392523364
CAMILLETTI,0.9453125,0,0.0546875,0,0
CAMILLI,0.9188118811881189,0,0.0594059405940594,0.007920792079207921,0.013861386138613862
CAMILLIERE,1,0,0,0,0
CAMILLIERI,0.8936170212765957,0,0,0.10638297872340426,0
CAMILLITI,1,0,0,0,0
CAMILLO,0.9320388349514563,0.003883495145631068,0.06407766990291262,0,0
CAMILLONE,1,0,0,0,0
CAMILLUCCI,1,0,0,0,0
CAMILO,0.11954331766286098,0.014775016789791807,0.8294157152451309,0.009402283411685695,0.026863666890530557
CAMILOT,1,0,0,0,0
CAMILUS,0,1,0,0,0
CAMIN,0.6415094339622641,0,0.3584905660377358,0,0
CAMINA,0.28378378378378377,0,0.6486486486486487,0.06756756756756757,0
CAMINAS,0.45185185185185184,0,0.5481481481481482,0,0
CAMINERO,0.15771428571428572,0.016,0.8125714285714286,0,0.013714285714285714
CAMINITA,1,0,0,0,0
CAMINITI,0.9794952681388013,0,0.02050473186119874,0,0
CAMINO,0.4068181818181818,0.007954545454545454,0.5272727272727272,0.035227272727272725,0.022727272727272728
CAMINOS,0.3541666666666667,0,0.6458333333333334,0,0
CAMIOLO,0.9326923076923077,0,0.0673076923076923,0,0
CAMION,0,1,0,0,0
CAMIRAND,0.9294117647058824,0,0.07058823529411765,0,0
CAMIRE,0.9760956175298805,0,0,0.00796812749003984,0.01593625498007968
CAMIS,0.5748502994011976,0,0.3652694610778443,0,0.059880239520958084
CAMISA,0.875,0,0.046052631578947366,0,0.07894736842105263
CAMISASCA,1,0,0,0,0
CAMISCIONI,1,0,0,0,0
CAMISE,0.8409090909090909,0.1590909090909091,0,0,0
CAMIT,0.5454545454545454,0,0,0.45454545454545453,0
CAMITTA,0.90625,0,0,0.09375,0
CAMIZZI,1,0,0,0,0
CAMJI,0.1076923076923077,0,0.8923076923076924,0,0
CAMLET,1,0,0,0,0
CAMLEY,1,0,0,0,0
CAMLIC,1,0,0,0,0
CAMLIN,0.906183368869936,0.0767590618336887,0,0,0.017057569296375266
CAMM,0.764102564102564,0.13076923076923078,0.05128205128205128,0,0.05384615384615385
CAMMACK,0.7191308956014838,0.2665606783253842,0.007419183889772125,0,0.00688924218335983
CAMMALLERE,1,0,0,0,0
CAMMALLERI,0.9565217391304348,0,0,0,0.043478260869565216
CAMMAN,0.3813559322033898,0.0423728813559322,0.5338983050847458,0,0.0423728813559322
CAMMANN,1,0,0,0,0
CAMMARANO,0.8770949720670391,0,0.09497206703910614,0.01303538175046555,0.0148975791433892
CAMMARASANA,1,0,0,0,0
CAMMARATA,0.956982131039047,0.0013236267372600927,0.03044341495698213,0.00727994705493051,0.003970880211780278
CAMMARATO,0.9247311827956989,0,0,0.07526881720430108,0
CAMMARDELLA,0.5,0,0.5,0,0
CAMMARERI,1,0,0,0,0
CAMMARN,1,0,0,0,0
CAMMAROSANO,1,0,0,0,0
CAMMAROTA,0.8278145695364238,0,0.11920529801324503,0,0.052980132450331126
CAMMAROTO,1,0,0,0,0
CAMMATTE,1,0,0,0,0
CAMMAUF,0.8974358974358975,0,0.10256410256410256,0,0
CAMMEL,0.7391304347826086,0.2608695652173913,0,0,0
CAMMENGA,1,0,0,0,0
CAMMER,0.9201030927835051,0.030927835051546393,0,0,0.04896907216494845
CAMMERATA,1,0,0,0,0
CAMMERATO,1,0,0,0,0
CAMMERON,0.1875,0.8125,0,0,0
CAMMETT,0.9801980198019802,0.019801980198019802,0,0,0
CAMMEYER,1,0,0,0,0
CAMMICK,0.7215189873417721,0.27848101265822783,0,0,0
CAMMILLERI,1,0,0,0,0
CAMMIN,1,0,0,0,0
CAMMISA,0.9770491803278688,0,0.022950819672131147,0,0
CAMMOCK,0.03508771929824561,0.9064327485380117,0.02046783625730994,0,0.038011695906432746
CAMMON,0.26393629124004553,0.7224118316268487,0.003981797497155859,0,0.009670079635949944
CAMMONS,0.7902439024390244,0.1902439024390244,0.00975609756097561,0,0.00975609756097561
CAMMORATA,1,0,0,0,0
CAMMORTO,0.0392156862745098,0.8627450980392157,0.0392156862745098,0,0.058823529411764705
CAMMUSE,0.8805970149253731,0,0.11940298507462686,0,0
CAMMUSO,0.8490566037735849,0,0.018867924528301886,0,0.1320754716981132
CAMNER,0.9705882352941176,0,0.029411764705882353,0,0
CAMNETAR,1,0,0,0,0
CAMNITZ,1,0,0,0,0
CAMODECA,1,0,0,0,0
CAMODY,1,0,0,0,0
CAMOESAS,0.825,0,0,0.175,0
CAMOIN,1,0,0,0,0
CAMOLILLA,0.7567567567567568,0,0.24324324324324326,0,0
CAMON,0.022321428571428572,0.9397321428571429,0.008928571428571428,0,0.029017857142857144
CAMONAYAN,0.1111111111111111,0,0,0.7777777777777778,0.1111111111111111
CAMONES,0.25,0,0.75,0,0
CAMOOSA,1,0,0,0,0
CAMORLINGA,0.42857142857142855,0,0.5,0,0.07142857142857142
CAMORS,0.9574468085106383,0,0,0,0.0425531914893617
CAMOS,0.79,0,0.21,0,0
CAMOUS,0.21052631578947367,0,0.6052631578947368,0.18421052631578946,0
CAMP,0.8382597383825974,0.14427501144275012,0.007419720074197201,0.0029630700296307,0.007082460070824601
CAMPA,0.2611336032388664,0.001349527665317139,0.7145748987854251,0,0.022941970310391364
CAMPABELLO,1,0,0,0,0
CAMPAGNA,0.9253141831238779,0.00466786355475763,0.04452423698384201,0.0025134649910233393,0.022980251346499104
CAMPAGNANO,1,0,0,0,0
CAMPAGNARI,1,0,0,0,0
CAMPAGNE,0.8294117647058824,0,0.11764705882352941,0,0.052941176470588235
CAMPAGNO,1,0,0,0,0
CAMPAGNOLA,1,0,0,0,0
CAMPAGNOLI,0.9,0,0.1,0,0
CAMPAGNOLO,1,0,0,0,0
CAMPAGNONE,1,0,0,0,0
CAMPAGNUOLO,0.9722222222222222,0,0,0,0.027777777777777776
CAMPAIGN,0.8727272727272727,0,0.12727272727272726,0,0
CAMPAIGNE,0.9195402298850575,0,0,0,0.08045977011494253
CAMPAILLA,1,0,0,0,0
CAMPAINHA,0.9841269841269841,0,0,0,0.015873015873015872
CAMPALONG,1,0,0,0,0
CAMPANA,0.6837848766680146,0.0016174686615446825,0.27780024262029923,0.015770319450060657,0.021027092600080875
CAMPANALE,0.8975903614457831,0,0.06325301204819277,0.018072289156626505,0.02108433734939759
CAMPANALIE,1,0,0,0,0
CAMPANARO,0.949238578680203,0,0.04949238578680203,0,0.0012690355329949238
CAMPANE,1,0,0,0,0
CAMPANELL,1,0,0,0,0
CAMPANELLA,0.8932487016733988,0.030005770340450086,0.048470859780727064,0.006347374495095211,0.02192729371032891
CAMPANELLI,0.9662288930581614,0.001876172607879925,0.009380863039399626,0.005628517823639775,0.016885553470919325
CAMPANELLIE,1,0,0,0,0
CAMPANELLO,0.9152542372881356,0.005649717514124294,0.03954802259887006,0,0.03954802259887006
CAMPANER,0.36363636363636365,0,0.2727272727272727,0.36363636363636365,0
CAMPANERIA,0.33035714285714285,0,0.6696428571428571,0,0
CAMPANI,1,0,0,0,0
CAMPANIAN,0.8,0.05714285714285714,0,0,0.14285714285714285
CAMPANIELLO,0.8313253012048193,0.024096385542168676,0.024096385542168676,0,0.12048192771084337
CAMPANILE,0.9433465085638999,0,0.022397891963109356,0.007905138339920948,0.026350461133069828
CAMPANINI,0.7973856209150327,0.026143790849673203,0.17647058823529413,0,0
CAMPANIOLO,0.7878787878787878,0,0,0,0.21212121212121213
CAMPANIONI,0,0.125,0.875,0,0
CAMPANO,0.6290050590219224,0,0.37099494097807756,0,0
CAMPANOTTA,1,0,0,0,0
CAMPANOZZI,1,0,0,0,0
CAMPANY,1,0,0,0,0
CAMPARA,0.7837837837837838,0,0.1891891891891892,0,0.02702702702702703
CAMPAS,0.6666666666666666,0,0.27956989247311825,0,0.053763440860215055
CAMPASANO,0.8955223880597015,0,0,0,0.1044776119402985
CAMPASSI,0.8602150537634409,0,0.06451612903225806,0,0.07526881720430108
CAMPAU,0.99609375,0,0,0,0.00390625
CAMPAYNE,0.2,0.6,0,0,0.2
CAMPBEL,0.5434782608695652,0.43478260869565216,0.021739130434782608,0,0
CAMPBELL,0.6557183972837115,0.3206334469541228,0.009406209796145735,0.002931151106807963,0.011310794859211905
CAMPBELLALLEN,0,0.9259259259259259,0,0,0.07407407407407407
CAMPBELLBROWN,0.18333333333333332,0.75,0,0,0.06666666666666667
CAMPBELLE,0.19148936170212766,0.8085106382978723,0,0,0
CAMPBELLHARRIS,0,0.8214285714285714,0,0,0.17857142857142858
CAMPBELLJACKSON,0.5,0.5,0,0,0
CAMPBELLJOHNSON,0.02857142857142857,0.9714285714285714,0,0,0
CAMPBELLJONES,0.23655913978494625,0.7634408602150538,0,0,0
CAMPBELLNELSON,0.04,0.96,0,0,0
CAMPBELLPOWELL,0,1,0,0,0
CAMPBELLSCOTT,0.2692307692307692,0.7307692307692307,0,0,0
CAMPBELLSMITH,0.3181818181818182,0.6818181818181818,0,0,0
CAMPBELLTAYLOR,0.5454545454545454,0.45454545454545453,0,0,0
CAMPBELLTHOMAS,0,1,0,0,0
CAMPBELLWILLIAMS,0.07608695652173914,0.9239130434782609,0,0,0
CAMPBELLWILSON,0.2978723404255319,0.6808510638297872,0,0,0.02127659574468085
CAMPBELLWORK,1,0,0,0,0
CAMPBLIN,0,1,0,0,0
CAMPDESUNER,0,0,1,0,0
CAMPE,1,0,0,0,0
CAMPEA,0.958904109589041,0,0,0,0.0410958904109589
CAMPEAN,1,0,0,0,0
CAMPEAU,0.9650205761316872,0,0,0.01440329218106996,0.0205761316872428
CAMPEAUX,0.948936170212766,0,0,0,0.05106382978723404
CAMPECHANO,0.21875,0.0625,0.71875,0,0
CAMPEGGIO,1,0,0,0,0
CAMPEL,1,0,0,0,0
CAMPELL,0.5040983606557377,0.4959016393442623,0,0,0
CAMPELLO,0.47368421052631576,0,0.44360902255639095,0,0.08270676691729323
CAMPELLONE,1,0,0,0,0
CAMPELO,0.6265060240963856,0.08433734939759036,0.2891566265060241,0,0
CAMPEN,0.9429763560500696,0,0.022253129346314324,0.009735744089012517,0.025034770514603615
CAMPENNI,1,0,0,0,0
CAMPER,0.6180297397769516,0.35687732342007433,0.0027881040892193307,0.0032527881040892194,0.019052044609665426
CAMPERLENGO,0.9396551724137931,0,0.0603448275862069,0,0
CAMPERLINO,1,0,0,0,0
CAMPERMAN,1,0,0,0,0
CAMPERO,0.10227272727272728,0.07386363636363637,0.8181818181818182,0,0.005681818181818182
CAMPERSON,1,0,0,0,0
CAMPES,0.4666666666666667,0,0.5333333333333333,0,0
CAMPESE,0.9918256130790191,0,0,0,0.008174386920980926
CAMPESI,0.9430523917995444,0,0.03189066059225513,0,0.025056947608200455
CAMPESINO,0.06666666666666667,0,0.9,0.03333333333333333,0
CAMPESTRE,0.6551724137931034,0,0.3448275862068966,0,0
CAMPETELLA,0.7878787878787878,0,0.21212121212121213,0,0
CAMPEY,1,0,0,0,0
CAMPFIELD,0.6636771300448431,0.3251121076233184,0.00523168908819133,0,0.005979073243647235
CAMPFORT,0.125,0.875,0,0,0
CAMPHIRE,1,0,0,0,0
CAMPHOR,0,0.86,0,0.03,0.11
CAMPHOUSE,0.9545454545454546,0,0,0,0.045454545454545456
CAMPI,0.9431072210065645,0,0.05689277899343545,0,0
CAMPIAN,0.7941176470588235,0,0.13725490196078433,0,0.06862745098039216
CAMPIERE,1,0,0,0,0
CAMPIGLIA,0.8923076923076924,0,0.1076923076923077,0,0
CAMPIGOTTO,0.9642857142857143,0,0,0,0.03571428571428571
CAMPILANGO,1,0,0,0,0
CAMPILLO,0.24251968503937008,0.03622047244094488,0.710236220472441,0.009448818897637795,0.0015748031496062992
CAMPILONGO,0.4342105263157895,0,0.5657894736842105,0,0
CAMPINA,0.4727272727272727,0,0.45454545454545453,0,0.07272727272727272
CAMPING,0.4883720930232558,0,0.09302325581395349,0.2558139534883721,0.16279069767441862
CAMPINO,0.16279069767441862,0,0.8372093023255814,0,0
CAMPINS,0.3273809523809524,0,0.6309523809523809,0,0.041666666666666664
CAMPION,0.9586935638808838,0.0024015369836695487,0.01585014409221902,0.010566762728146013,0.012487992315081652
CAMPIONE,0.9189473684210526,0.007368421052631579,0.03263157894736842,0.011578947368421053,0.029473684210526315
CAMPIONI,1,0,0,0,0
CAMPIS,0.5172413793103449,0.02413793103448276,0.4586206896551724,0,0
CAMPISANO,0.896551724137931,0,0.06896551724137931,0.034482758620689655,0
CAMPISCIANO,0.75,0,0.09375,0,0.15625
CAMPISE,0.923728813559322,0.005649717514124294,0.03954802259887006,0.02824858757062147,0.002824858757062147
CAMPISI,0.9576651699807569,0.005131494547787043,0.0327132777421424,0,0.004490057729313663
CAMPISO,1,0,0,0,0
CAMPISTRANO,0.15217391304347827,0,0.8478260869565217,0,0
CAMPITELLI,0.9531914893617022,0,0,0.02127659574468085,0.02553191489361702
CAMPITIELLO,0.8888888888888888,0,0,0.1111111111111111,0
CAMPIZ,0.1937984496124031,0,0.6976744186046512,0.07751937984496124,0.031007751937984496
CAMPLA,0.6309523809523809,0,0.21428571428571427,0,0.15476190476190477
CAMPLEJOHN,0.6888888888888889,0,0.3111111111111111,0,0
CAMPLESE,0.975,0,0,0,0.025
CAMPLI,1,0,0,0,0
CAMPLIN,0.9949748743718593,0,0,0,0.005025125628140704
CAMPLING,1,0,0,0,0
CAMPLONE,0.6666666666666666,0,0.3333333333333333,0,0
CAMPMAN,0.8679245283018868,0,0.0880503144654088,0.03773584905660377,0.006289308176100629
CAMPMIRE,1,0,0,0,0
CAMPNEY,1,0,0,0,0
CAMPO,0.6530012921414308,0.009632327029249384,0.30612005168565726,0.013391283918712558,0.017855045224950076
CAMPOALEGRE,0,0,1,0,0
CAMPOAMOR,0.4389312977099237,0,0.5343511450381679,0,0.026717557251908396
CAMPOBASSO,0.9578947368421052,0,0.042105263157894736,0,0
CAMPOBLANCO,0.17073170731707318,0,0.8292682926829268,0,0
CAMPOCHIARO,0.9285714285714286,0,0.07142857142857142,0,0
CAMPODONICO,0.3881019830028329,0,0.6118980169971672,0,0
CAMPOFIORE,1,0,0,0,0
CAMPOGIANI,1,0,0,0,0
CAMPOGNI,1,0,0,0,0
CAMPOLA,0.8970588235294118,0,0,0,0.10294117647058823
CAMPOLETTANO,1,0,0,0,0
CAMPOLI,0.9632183908045977,0.006896551724137931,0,0,0.029885057471264367
CAMPOLIETA,1,0,0,0,0
CAMPOLIETO,1,0,0,0,0
CAMPOLITO,0.8055555555555556,0,0.19444444444444445,0,0
CAMPOLLO,0.2641509433962264,0,0.7358490566037735,0,0
CAMPOLMI,0.825,0,0,0,0.175
CAMPOLO,0.9629629629629629,0,0.037037037037037035,0,0
CAMPOLONG,0.9629629629629629,0,0.037037037037037035,0,0
CAMPOLONGO,0.8313253012048193,0,0.0963855421686747,0.07228915662650602,0
CAMPOMANES,0.06796116504854369,0,0.06796116504854369,0.6893203883495146,0.17475728155339806
CAMPOMIZZI,1,0,0,0,0
CAMPONE,1,0,0,0,0
CAMPONESCKI,1,0,0,0,0
CAMPOPIANO,0.925,0,0.02857142857142857,0,0.04642857142857143
CAMPORA,0.825,0,0.15357142857142858,0,0.02142857142857143
CAMPOREALE,1,0,0,0,0
CAMPORESE,0.8852459016393442,0,0,0,0.11475409836065574
CAMPORINI,1,0,0,0,0
CAMPOS,0.20550992470910334,0.01766769336071184,0.7281827515400411,0.01574264202600958,0.032896988364134155
CAMPOSAGRADO,0.2222222222222222,0,0,0.7777777777777778,0
CAMPOSANO,0.7601351351351351,0,0.14864864864864866,0.06756756756756757,0.02364864864864865
CAMPOSANTO,0.5070422535211268,0.09859154929577464,0,0.29577464788732394,0.09859154929577464
CAMPOSCRUZ,0,0,1,0,0
CAMPOSDIAZ,0.019230769230769232,0,0.9807692307692307,0,0
CAMPOSECCO,1,0,0,0,0
CAMPOSECO,0.21153846153846154,0,0.7211538461538461,0,0.0673076923076923
CAMPOSEO,1,0,0,0,0
CAMPOSFLORES,0.4473684210526316,0,0.5,0,0.05263157894736842
CAMPOSGARCIA,0.13186813186813187,0,0.8681318681318682,0,0
CAMPOSGOMEZ,0,0,1,0,0
CAMPOSGONZALEZ,0.21311475409836064,0,0.7868852459016393,0,0
CAMPOSGUTIERREZ,0.02702702702702703,0,0.972972972972973,0,0
CAMPOSHERNANDEZ,0.125,0,0.875,0,0
CAMPOSLOPEZ,0,0,1,0,0
CAMPOSMARQUETTI,0,0,0.5806451612903226,0,0.41935483870967744
CAMPOSMARTINEZ,0,0,1,0,0
CAMPOSMORALES,0.14583333333333334,0,0.8541666666666666,0,0
CAMPOSORTIZ,0,0,0.7407407407407407,0,0.25925925925925924
CAMPOSPEREZ,0.028169014084507043,0,0.971830985915493,0,0
CAMPOSRIVERA,0,0,1,0,0
CAMPOSRODRIGUEZ,0,0,1,0,0
CAMPOSSOLANO,0,0,1,0,0
CAMPOSVEGA,0,0,1,0,0
CAMPOVERDE,0.0892018779342723,0,0.8990610328638498,0,0.011737089201877934
CAMPOY,0.5,0,0.43478260869565216,0.06521739130434782,0
CAMPOZANO,0.04861111111111111,0,0.9027777777777778,0,0.04861111111111111
CAMPRINI,1,0,0,0,0
CAMPS,0.22660098522167488,0.32676518883415434,0.42405582922824303,0.0028735632183908046,0.019704433497536946
CAMPSEN,1,0,0,0,0
CAMPSEY,0.7962962962962963,0.07407407407407407,0,0,0.12962962962962962
CAMPSIE,1,0,0,0,0
CAMPTON,0.9962825278810409,0.0037174721189591076,0,0,0
CAMPUDONI,0.21875,0,0.5625,0,0.21875
CAMPUS,0.8111111111111111,0.07777777777777778,0.1111111111111111,0,0
CAMPUSANO,0.052941176470588235,0.056862745098039215,0.8705882352941177,0.013725490196078431,0.0058823529411764705
CAMPUTARO,1,0,0,0,0
CAMPUZANO,0.11816065192083819,0,0.840512223515716,0.004656577415599534,0.03667054714784633
CAMPUZANOGOMEZ,0.5,0,0.34782608695652173,0,0.15217391304347827
CAMRAS,1,0,0,0,0
CAMRON,0.9932885906040269,0.006711409395973154,0,0,0
CAMRUD,1,0,0,0,0
CAMSEL,0,1,0,0,0
CAMU,0.9019607843137255,0,0,0.09803921568627451,0
CAMUCCIO,0.9204545454545454,0,0.07954545454545454,0,0
CAMUEIRAS,0.16161616161616163,0.0707070707070707,0.7676767676767676,0,0
CAMUGLIA,0.6956521739130435,0,0.30434782608695654,0,0
CAMUNAS,0.736,0.016,0.248,0,0
CAMUS,0.8223255813953488,0.01953488372093023,0.13209302325581396,0.013953488372093023,0.012093023255813953
CAMUSO,0.9828326180257511,0,0.017167381974248927,0,0
CAMUSSO,0,0,1,0,0
CAMUT,0.9113924050632911,0,0.08860759493670886,0,0
CAMUTI,1,0,0,0,0
CAMUTO,0.9858156028368794,0,0.014184397163120567,0,0
CAMUY,0.03076923076923077,0,0.9692307692307692,0,0
CAMY,0.264,0.68,0,0,0.056
CAN,0.5505050505050505,0,0.10606060606060606,0.18686868686868688,0.15656565656565657
CANA,0.35365853658536583,0.13414634146341464,0.45121951219512196,0.06097560975609756,0
CANAAN,0.6780415430267063,0.06973293768545995,0.23887240356083086,0,0.013353115727002967
CANABAL,0.15121951219512195,0,0.848780487804878,0,0
CANABATE,0.5714285714285714,0,0.42857142857142855,0,0
CANACCI,1,0,0,0,0
CANACE,1,0,0,0,0
CANACHE,0.15217391304347827,0,0.782608695652174,0,0.06521739130434782
CANADA,0.5937767977459267,0.3787823104250888,0.016905549430356485,8.575278696557638e-4,0.009677814528972192
CANADAS,0.3103448275862069,0,0.6896551724137931,0,0
CANADATE,0,1,0,0,0
CANADAY,0.9620403321470937,0.03262158956109134,0.0026690391459074734,0.0017793594306049821,8.896797153024911e-4
CANADE,0.55,0.3,0.15,0,0
CANADEO,1,0,0,0,0
CANADIATE,0,1,0,0,0
CANADY,0.577688982051618,0.40979955456570155,0.0022271714922048997,0.001441110965544347,0.00884318092493122
CANAFAX,1,0,0,0,0
CANAHUATE,0.3888888888888889,0,0.5555555555555556,0,0.05555555555555555
CANAHUATI,0.5,0,0.4868421052631579,0,0.013157894736842105
CANAJ,0.9041095890410958,0,0,0,0.0958904109589041
CANAKARIS,1,0,0,0,0
CANAL,0.48587979724837077,0.07241129616220131,0.4055032585083273,0.020999275887038378,0.015206372194062274
CANALDA,0.7692307692307693,0,0.23076923076923078,0,0
CANALE,0.9508081517919887,0.0014054813773717498,0.027406886858749122,0,0.020379479971890373
CANALEJO,0.5295950155763239,0,0.470404984423676,0,0
CANALES,0.19447016801164174,0.01653657891255457,0.7672972615425321,0.002116682100806985,0.019579309432464612
CANALESCRUZ,0,0,1,0,0
CANALESGONZALEZ,0,0,1,0,0
CANALESHERNANDEZ,0,0,1,0,0
CANALESLOPEZ,0,0,1,0,0
CANALESSANCHEZ,0,0,1,0,0
CANALEY,1,0,0,0,0
CANALI,0.9333333333333333,0.005555555555555556,0.027777777777777776,0,0.03333333333333333
CANALICHIO,1,0,0,0,0
CANALIZO,1,0,0,0,0
CANALS,0.189873417721519,0.009205983889528193,0.7848101265822784,0,0.01611047180667434
CANALUNGO,1,0,0,0,0
CANAMARE,0.971830985915493,0,0.028169014084507043,0,0
CANAMELLA,0.6363636363636364,0,0.25757575757575757,0,0.10606060606060606
CANAMERO,0.25,0,0.75,0,0
CANAMO,0.19444444444444445,0,0,0.6944444444444444,0.1111111111111111
CANAMORE,0.7045454545454546,0.29545454545454547,0,0,0
CANAN,0.9575163398692811,0,0.042483660130718956,0,0
CANANE,1,0,0,0,0
CANANT,1,0,0,0,0
CANANZI,1,0,0,0,0
CANAPA,0.8955223880597015,0,0.1044776119402985,0,0
CANAPINO,1,0,0,0,0
CANAPP,1,0,0,0,0
CANAR,0.17647058823529413,0,0.7058823529411765,0.08235294117647059,0.03529411764705882
CANARA,1,0,0,0,0
CANARAS,0.8,0,0.2,0,0
CANARD,0.9030612244897959,0.03571428571428571,0.025510204081632654,0,0.03571428571428571
CANARELA,1,0,0,0,0
CANARELLI,1,0,0,0,0
CANARICK,0.8679245283018868,0.1320754716981132,0,0,0
CANARIE,1,0,0,0,0
CANARINA,1,0,0,0,0
CANARIO,0.41025641025641024,0.05982905982905983,0.5299145299145299,0,0
CANARIS,0.8163265306122449,0.14285714285714285,0,0,0.04081632653061224
CANARTE,0.22926829268292684,0,0.7609756097560976,0,0.00975609756097561
CANARY,0.9485981308411215,0.010903426791277258,0,0.010903426791277258,0.029595015576323987
CANAS,0.20067210753720596,0.01200192030724916,0.7513202112337974,0.0019203072491598655,0.03408545367258761
CANASI,0.31176470588235294,0,0.6882352941176471,0,0
CANASKI,1,0,0,0,0
CANASTRA,1,0,0,0,0
CANATA,0.9027777777777778,0,0.09722222222222222,0,0
CANATE,0.011111111111111112,0.18888888888888888,0.8,0,0
CANATELLA,0.948905109489051,0.025547445255474453,0,0,0.025547445255474453
CANATSEY,1,0,0,0,0
CANATY,0,1,0,0,0
CANAVAGGIO,1,0,0,0,0
CANAVAN,0.9829351535836177,0,0.010238907849829351,0.0034129692832764505,0.0034129692832764505
CANAVELLO,1,0,0,0,0
CANAVERA,0.8529411764705882,0,0.14705882352941177,0,0
CANAVERAL,0.042704626334519574,0.02491103202846975,0.9110320284697508,0,0.021352313167259787
CANAVES,0.16470588235294117,0,0.7529411764705882,0,0.08235294117647059
CANAVIER,1,0,0,0,0
CANAVIN,1,0,0,0,0
CANAVOS,1,0,0,0,0
CANAWAY,1,0,0,0,0
CANAZARO,1,0,0,0,0
CANAZON,0.8055555555555556,0.19444444444444445,0,0,0
CANBEK,1,0,0,0,0
CANBERG,1,0,0,0,0
CANBY,0.9510869565217391,0,0,0.04891304347826087,0
CANCADO,0.1694915254237288,0,0.6779661016949152,0,0.15254237288135594
CANCALON,1,0,0,0,0
CANCALOSI,1,0,0,0,0
CANCANON,0.11290322580645161,0,0.8870967741935484,0,0
CANCASCI,1,0,0,0,0
CANCASSI,1,0,0,0,0
CANCE,0.9156626506024096,0,0,0,0.08433734939759036
CANCEL,0.2055317119694802,0.023366714353838816,0.7472579876013352,0.002145922746781116,0.021697663328564615
CANCELA,0.25277777777777777,0,0.7166666666666667,0,0.030555555555555555
CANCELACEVEDO,0,0,1,0,0
CANCELADO,0,0,1,0,0
CANCELAYALA,0,0,1,0,0
CANCELCOLON,0,0,1,0,0
CANCELCRUZ,0,0,1,0,0
CANCELDIAZ,0,0,1,0,0
CANCELENO,1,0,0,0,0
CANCELGARCIA,0,0,1,0,0
CANCELGONZALEZ,0,0,1,0,0
CANCELINO,1,0,0,0,0
CANCELLA,0.8292682926829268,0,0.17073170731707318,0,0
CANCELLARE,0.9180327868852459,0.08196721311475409,0,0,0
CANCELLARO,1,0,0,0,0
CANCELLI,1,0,0,0,0
CANCELLIERE,0.9455782312925171,0,0.013605442176870748,0,0.04081632653061224
CANCELLIERI,0.9823788546255506,0,0,0,0.01762114537444934
CANCELLO,1,0,0,0,0
CANCELLOZADA,0,0,1,0,0
CANCELO,0.1044776119402985,0,0.8955223880597015,0,0
CANCELORTIZ,0,0,1,0,0
CANCELOSA,1,0,0,0,0
CANCELOSI,1,0,0,0,0
CANCELPAGAN,0,0,1,0,0
CANCELPEREZ,0,0,1,0,0
CANCELRIVERA,0,0,1,0,0
CANCELRODRIGUEZ,0.07446808510638298,0,0.925531914893617,0,0
CANCELSANTIAGO,0.3333333333333333,0,0.6666666666666666,0,0
CANCELSOTO,0,0,1,0,0
CANCELTORRES,0,0,1,0,0
CANCELVEGA,0,0,1,0,0
CANCEMI,1,0,0,0,0
CANCER,0.031578947368421054,0.9649122807017544,0,0,0.0035087719298245615
CANCERAN,0.8,0,0,0.2,0
CANCETTY,0.4166666666666667,0,0.5833333333333334,0,0
CANCHANI,0.3,0,0.675,0,0.025
CANCHOLA,0.4415954415954416,0,0.5413105413105413,0,0.017094017094017096
CANCHON,0.1984732824427481,0,0.7862595419847328,0,0.015267175572519083
CANCIA,0,1,0,0,0
CANCIALOSI,0.88,0,0.12,0,0
CANCIAN,0.8536585365853658,0,0.14634146341463414,0,0
CANCIANI,0.6153846153846154,0,0.38461538461538464,0,0
