name,whi,bla,his,asi,oth
JNA,0,1,0,0,0
JNAE,0.11290322580645161,0.8548387096774194,0.005376344086021506,0,0.026881720430107527
JNAI,0.013043478260869565,0.8956521739130435,0.017391304347826087,0,0.07391304347826087
JNASIA,0,1,0,0,0
JNAY,0.07865168539325842,0.8539325842696629,0,0,0.06741573033707865
JNAYA,0.03125,0.921875,0,0,0.046875
JNEA,0.1891891891891892,0.8108108108108109,0,0,0
JNEE,0.23529411764705882,0.7647058823529411,0,0,0
JNELL,0.5747126436781609,0.42528735632183906,0,0,0
JNELLE,0.37333333333333335,0.5333333333333333,0,0.09333333333333334,0
JNIA,0,1,0,0,0
JNIYA,0,0.9318181818181818,0.06818181818181818,0,0
JNORMAN,0.75,0.25,0,0,0
JNYA,0,1,0,0,0
JO,0.8545130170477071,0.13043478260869565,0.0052200343597198365,0.002920576186071098,0.006911589797806264
JOA,0.5425531914893617,0.2978723404255319,0.0425531914893617,0,0.11702127659574468
JOAB,0.5272727272727272,0.2831168831168831,0.14805194805194805,0,0.04155844155844156
JOACHIM,0.706777316735823,0.23167358229598894,0.029045643153526972,0.022130013831258646,0.01037344398340249
JOACHIN,0.22058823529411764,0.6176470588235294,0.051470588235294115,0,0.11029411764705882
JOACIM,0.2692307692307692,0,0.7307692307692307,0,0
JOADA,0.5476190476190477,0.2857142857142857,0.16666666666666666,0,0
JOADY,0.75,0.25,0,0,0
JOAH,0.7760416666666666,0.171875,0.015625,0.036458333333333336,0
JOAHN,0.39622641509433965,0.2641509433962264,0.33962264150943394,0,0
JOAHNA,0.3333333333333333,0.25925925925925924,0.4074074074074074,0,0
JOAHNNA,0.11538461538461539,0.2692307692307692,0.40384615384615385,0.07692307692307693,0.1346153846153846
JOAKIM,0.8292682926829268,0.17073170731707318,0,0,0
JOAKIMA,0.02830188679245283,0.8679245283018868,0.09433962264150944,0,0.009433962264150943
JOAL,0.6614906832298136,0.11801242236024845,0.16459627329192547,0.027950310559006212,0.027950310559006212
JOALICE,0.7011494252873564,0.16666666666666666,0.10344827586206896,0,0.028735632183908046
JOALIS,0.28,0,0.72,0,0
JOALLEN,0.7758620689655172,0.10344827586206896,0.1206896551724138,0,0
JOALLISON,1,0,0,0,0
